DATA;ANO;MÊS;MUNICÍPIO;PONTO;COLIFORMES;CLASSE
02/06/10;2010;JUN;NA;NA02;13;E
10/06/10;2010;JUN;NA;NA02;130;E
17/06/10;2010;JUN;NA;NA02;1600;B
24/06/10;2010;JUN;NA;NA02;7;B
01/07/10;2010;JUL;NA;NA02;49;E
08/07/10;2010;JUL;NA;NA02;1600;I
15/07/10;2010;JUL;NA;NA02;49;I
22/07/10;2010;JUL;NA;NA02;540;S
29/07/10;2010;JUL;NA;NA02;13;S
05/08/10;2010;AGO;NA;NA02;11;S
12/08/10;2010;AGO;NA;NA02;70;E
19/08/10;2010;AGO;NA;NA02;33;E
26/08/10;2010;AGO;NA;NA02;33;E
02/09/10;2010;SET;NA;NA02;17;E
09/09/10;2010;SET;NA;NA02;79;E
16/09/10;2010;SET;NA;NA02;11;E
23/09/10;2010;SET;NA;NA02;4;E
30/09/10;2010;SET;NA;NA02;5;E
07/10/10;2010;OUT;NA;NA02;130;E
14/10/10;2010;OUT;NA;NA02;27;E
21/10/10;2010;OUT;NA;NA02;23;E
28/10/10;2010;OUT;NA;NA02;2;E
04/11/10;2010;NOV;NA;NA02;23;E
11/11/10;2010;NOV;NA;NA02;2;E
18/11/10;2010;NOV;NA;NA02;2;E
25/11/10;2010;NOV;NA;NA02;17;E
02/12/10;2010;DEZ;NA;NA02;13;E
09/12/10;2010;DEZ;NA;NA02;2;E
16/12/10;2010;DEZ;NA;NA02;33;E
23/12/10;2010;DEZ;NA;NA02;540;E
30/12/10;2010;DEZ;NA;NA02;49;E
07/01/10;2010;JAN;NA;NA03;22;E
14/01/10;2010;JAN;NA;NA03;540;E
21/01/10;2010;JAN;NA;NA03;240;E
28/01/10;2010;JAN;NA;NA03;110;E
04/02/10;2010;FEV;NA;NA03;11;E
11/02/10;2010;FEV;NA;NA03;920;S
18/02/10;2010;FEV;NA;NA03;33;E
25/02/10;2010;FEV;NA;NA03;94;E
04/03/10;2010;MAR;NA;NA03;17;E
11/03/10;2010;MAR;NA;NA03;2400;S
18/03/10;2010;MAR;NA;NA03;140;E
25/03/10;2010;MAR;NA;NA03;17;E
31/03/10;2010;MAR;NA;NA03;34;E
08/04/10;2010;ABR;NA;NA03;17;E
15/04/10;2010;ABR;NA;NA03;240;E
22/04/10;2010;ABR;NA;NA03;7;E
29/04/10;2010;ABR;NA;NA03;33;E
06/05/10;2010;MAI;NA;NA03;79;E
13/05/10;2010;MAI;NA;NA03;350;E
20/05/10;2010;MAI;NA;NA03;4;E
27/05/10;2010;MAI;NA;NA03;170;E
02/06/10;2010;JUN;NA;NA03;2;E
10/06/10;2010;JUN;NA;NA03;49;E
17/06/10;2010;JUN;NA;NA03;1600;E
24/06/10;2010;JUN;NA;NA03;49;E
01/07/10;2010;JUL;NA;NA03;22;E
08/07/10;2010;JUL;NA;NA03;23;E
15/07/10;2010;JUL;NA;NA03;23;E
22/07/10;2010;JUL;NA;NA03;23;E
29/07/10;2010;JUL;NA;NA03;49;E
05/08/10;2010;AGO;NA;NA03;4;E
12/08/10;2010;AGO;NA;NA03;79;E
19/08/10;2010;AGO;NA;NA03;17;E
26/08/10;2010;AGO;NA;NA03;350;E
02/09/10;2010;SET;NA;NA03;49;E
09/09/10;2010;SET;NA;NA03;130;E
16/09/10;2010;SET;NA;NA03;79;E
23/09/10;2010;SET;NA;NA03;4;E
30/09/10;2010;SET;NA;NA03;26;E
07/10/10;2010;OUT;NA;NA03;79;E
14/10/10;2010;OUT;NA;NA03;49;E
21/10/10;2010;OUT;NA;NA03;79;E
28/10/10;2010;OUT;NA;NA03;2;E
04/11/10;2010;NOV;NA;NA03;33;E
11/11/10;2010;NOV;NA;NA03;5;E
18/11/10;2010;NOV;NA;NA03;2;E
25/11/10;2010;NOV;NA;NA03;2;E
02/12/10;2010;DEZ;NA;NA03;5;E
09/12/10;2010;DEZ;NA;NA03;8;E
16/12/10;2010;DEZ;NA;NA03;49;E
23/12/10;2010;DEZ;NA;NA03;240;E
30/12/10;2010;DEZ;NA;NA03;3500;I
07/01/10;2010;JAN;NA;NA04;2;E
14/01/10;2010;JAN;NA;NA04;20;E
21/01/10;2010;JAN;NA;NA04;7;E
28/01/10;2010;JAN;NA;NA04;350;E
04/02/10;2010;FEV;NA;NA04;13;E
11/02/10;2010;FEV;NA;NA04;49;E
18/02/10;2010;FEV;NA;NA04;5;E
25/02/10;2010;FEV;NA;NA04;23;E
04/03/10;2010;MAR;NA;NA04;5;E
11/03/10;2010;MAR;NA;NA04;130;E
18/03/10;2010;MAR;NA;NA04;2400;E
25/03/10;2010;MAR;NA;NA04;8;E
31/03/10;2010;MAR;NA;NA04;130;E
08/04/10;2010;ABR;NA;NA04;2;E
15/04/10;2010;ABR;NA;NA04;350;B
22/04/10;2010;ABR;NA;NA04;8;E
29/04/10;2010;ABR;NA;NA04;5;E
06/05/10;2010;MAI;NA;NA04;79;E
13/05/10;2010;MAI;NA;NA04;2;E
20/05/10;2010;MAI;NA;NA04;2;E
27/05/10;2010;MAI;NA;NA04;14;E
02/06/10;2010;JUN;NA;NA04;2;E
10/06/10;2010;JUN;NA;NA04;540;E
17/06/10;2010;JUN;NA;NA04;2400;S
24/06/10;2010;JUN;NA;NA04;70;S
01/07/10;2010;JUL;NA;NA04;280;S
08/07/10;2010;JUL;NA;NA04;11;S
15/07/10;2010;JUL;NA;NA04;49;B
22/07/10;2010;JUL;NA;NA04;8;E
29/07/10;2010;JUL;NA;NA04;11;E
05/08/10;2010;AGO;NA;NA04;5;E
12/08/10;2010;AGO;NA;NA04;33;E
19/08/10;2010;AGO;NA;NA04;8;E
26/08/10;2010;AGO;NA;NA04;17;E
02/09/10;2010;SET;NA;NA04;13;E
09/09/10;2010;SET;NA;NA04;170;E
16/09/10;2010;SET;NA;NA04;130;E
23/09/10;2010;SET;NA;NA04;22;E
30/09/10;2010;SET;NA;NA04;13;E
07/10/10;2010;OUT;NA;NA04;33;E
14/10/10;2010;OUT;NA;NA04;2;E
21/10/10;2010;OUT;NA;NA04;8;E
28/10/10;2010;OUT;NA;NA04;2;E
04/11/10;2010;NOV;NA;NA04;17;E
11/11/10;2010;NOV;NA;NA04;2;E
18/11/10;2010;NOV;NA;NA04;2;E
25/11/10;2010;NOV;NA;NA04;2;E
02/12/10;2010;DEZ;NA;NA04;23;E
09/12/10;2010;DEZ;NA;NA04;2;E
16/12/10;2010;DEZ;NA;NA04;7;E
23/12/10;2010;DEZ;NA;NA04;17;E
30/12/10;2010;DEZ;NA;NA04;7;E
07/01/10;2010;JAN;NA;NA05;5;E
14/01/10;2010;JAN;NA;NA05;2;E
21/01/10;2010;JAN;NA;NA05;8;E
28/01/10;2010;JAN;NA;NA05;110;E
04/02/10;2010;FEV;NA;NA05;14;E
11/02/10;2010;FEV;NA;NA05;70;E
18/02/10;2010;FEV;NA;NA05;5;E
25/02/10;2010;FEV;NA;NA05;23;E
04/03/10;2010;MAR;NA;NA05;5;E
11/03/10;2010;MAR;NA;NA05;47;E
18/03/10;2010;MAR;NA;NA05;2400;E
25/03/10;2010;MAR;NA;NA05;11;E
31/03/10;2010;MAR;NA;NA05;350;B
08/04/10;2010;ABR;NA;NA05;2400;I
15/04/10;2010;ABR;NA;NA05;240;I
22/04/10;2010;ABR;NA;NA05;49;B
29/04/10;2010;ABR;NA;NA05;13;B
06/05/10;2010;MAI;NA;NA05;540;S
13/05/10;2010;MAI;NA;NA05;2;E
20/05/10;2010;MAI;NA;NA05;2;E
27/05/10;2010;MAI;NA;NA05;2;E
02/06/10;2010;JUN;NA;NA05;5;E
10/06/10;2010;JUN;NA;NA05;2400;E
17/06/10;2010;JUN;NA;NA05;700;S
24/06/10;2010;JUN;NA;NA05;49;S
01/07/10;2010;JUL;NA;NA05;8;S
08/07/10;2010;JUL;NA;NA05;2;S
15/07/10;2010;JUL;NA;NA05;23;E
22/07/10;2010;JUL;NA;NA05;11;E
29/07/10;2010;JUL;NA;NA05;4;E
05/08/10;2010;AGO;NA;NA05;4;E
12/08/10;2010;AGO;NA;NA05;33;E
19/08/10;2010;AGO;NA;NA05;2;E
26/08/10;2010;AGO;NA;NA05;13;E
02/09/10;2010;SET;NA;NA05;17;E
09/09/10;2010;SET;NA;NA05;33;E
16/09/10;2010;SET;NA;NA05;11;E
23/09/10;2010;SET;NA;NA05;13;E
30/09/10;2010;SET;NA;NA05;5;E
07/10/10;2010;OUT;NA;NA05;33;E
14/10/10;2010;OUT;NA;NA05;2;E
21/10/10;2010;OUT;NA;NA05;5;E
28/10/10;2010;OUT;NA;NA05;2;E
04/11/10;2010;NOV;NA;NA05;49;E
11/11/10;2010;NOV;NA;NA05;2;E
18/11/10;2010;NOV;NA;NA05;2;E
25/11/10;2010;NOV;NA;NA05;2;E
02/12/10;2010;DEZ;NA;NA05;23;E
09/12/10;2010;DEZ;NA;NA05;22;E
16/12/10;2010;DEZ;NA;NA05;8;E
23/12/10;2010;DEZ;NA;NA05;49;E
30/12/10;2010;DEZ;NA;NA05;2500;I
07/01/10;2010;JAN;NA;NA06;2;E
14/01/10;2010;JAN;NA;NA06;2;E
21/01/10;2010;JAN;NA;NA06;17;E
28/01/10;2010;JAN;NA;NA06;13;E
04/02/10;2010;FEV;NA;NA06;4;E
11/02/10;2010;FEV;NA;NA06;84;E
18/02/10;2010;FEV;NA;NA06;2;E
25/02/10;2010;FEV;NA;NA06;49;E
04/03/10;2010;MAR;NA;NA06;8;E
11/03/10;2010;MAR;NA;NA06;1600;E
18/03/10;2010;MAR;NA;NA06;22;E
25/03/10;2010;MAR;NA;NA06;920;S
31/03/10;2010;MAR;NA;NA06;170;S
08/04/10;2010;ABR;NA;NA06;14;S
15/04/10;2010;ABR;NA;NA06;2;E
22/04/10;2010;ABR;NA;NA06;540;S
29/04/10;2010;ABR;NA;NA06;8;E
06/05/10;2010;MAI;NA;NA06;2;E
13/05/10;2010;MAI;NA;NA06;8;E
20/05/10;2010;MAI;NA;NA06;23;E
27/05/10;2010;MAI;NA;NA06;8;E
02/06/10;2010;JUN;NA;NA06;5;E
10/06/10;2010;JUN;NA;NA06;17;E
17/06/10;2010;JUN;NA;NA06;280;E
24/06/10;2010;JUN;NA;NA06;2;E
01/07/10;2010;JUL;NA;NA06;20;E
08/07/10;2010;JUL;NA;NA06;2;E
15/07/10;2010;JUL;NA;NA06;5;E
22/07/10;2010;JUL;NA;NA06;13;E
29/07/10;2010;JUL;NA;NA06;8;E
05/08/10;2010;AGO;NA;NA06;2;E
12/08/10;2010;AGO;NA;NA06;5;E
19/08/10;2010;AGO;NA;NA06;2;E
26/08/10;2010;AGO;NA;NA06;14;E
02/09/10;2010;SET;NA;NA06;33;E
09/09/10;2010;SET;NA;NA06;13;E
16/09/10;2010;SET;NA;NA06;5;E
23/09/10;2010;SET;NA;NA06;33;E
30/09/10;2010;SET;NA;NA06;5;E
07/10/10;2010;OUT;NA;NA06;5;E
14/10/10;2010;OUT;NA;NA06;5;E
21/10/10;2010;OUT;NA;NA06;2;E
28/10/10;2010;OUT;NA;NA06;2;E
04/11/10;2010;NOV;NA;NA06;2;E
11/11/10;2010;NOV;NA;NA06;2;E
18/11/10;2010;NOV;NA;NA06;2;E
25/11/10;2010;NOV;NA;NA06;2;E
02/12/10;2010;DEZ;NA;NA06;2;E
09/12/10;2010;DEZ;NA;NA06;17;E
16/12/10;2010;DEZ;NA;NA06;7;E
23/12/10;2010;DEZ;NA;NA06;7;E
30/12/10;2010;DEZ;NA;NA06;23;E
07/01/10;2010;JAN;NA;NA07;8;S
14/01/10;2010;JAN;NA;NA07;8;S
21/01/10;2010;JAN;NA;NA07;2;E
28/01/10;2010;JAN;NA;NA07;49;E
04/02/10;2010;FEV;NA;NA07;49;E
11/02/10;2010;FEV;NA;NA07;1600;E
18/02/10;2010;FEV;NA;NA07;5;E
25/02/10;2010;FEV;NA;NA07;11;E
04/03/10;2010;MAR;NA;NA07;2;E
11/03/10;2010;MAR;NA;NA07;16000;I
18/03/10;2010;MAR;NA;NA07;79;E
25/03/10;2010;MAR;NA;NA07;31;E
31/03/10;2010;MAR;NA;NA07;14;E
08/04/10;2010;ABR;NA;NA07;110;E
15/04/10;2010;ABR;NA;NA07;2400;E
22/04/10;2010;ABR;NA;NA07;79;E
29/04/10;2010;ABR;NA;NA07;7;E
06/05/10;2010;MAI;NA;NA07;5400;I
13/05/10;2010;MAI;NA;NA07;170;I
20/05/10;2010;MAI;NA;NA07;13;E
27/05/10;2010;MAI;NA;NA07;49;E
02/06/10;2010;JUN;NA;NA07;350;B
10/06/10;2010;JUN;NA;NA07;130;E
17/06/10;2010;JUN;NA;NA07;3500;I
24/06/10;2010;JUN;NA;NA07;8;B
01/07/10;2010;JUL;NA;NA07;5400;I
08/07/10;2010;JUL;NA;NA07;5;I
15/07/10;2010;JUL;NA;NA07;920;I
22/07/10;2010;JUL;NA;NA07;5;S
29/07/10;2010;JUL;NA;NA07;23;S
05/08/10;2010;AGO;NA;NA07;5;E
12/08/10;2010;AGO;NA;NA07;11;E
19/08/10;2010;AGO;NA;NA07;7;E
26/08/10;2010;AGO;NA;NA07;49;E
02/09/10;2010;SET;NA;NA07;49;E
09/09/10;2010;SET;NA;NA07;22;E
16/09/10;2010;SET;NA;NA07;33;E
23/09/10;2010;SET;NA;NA07;33;E
30/09/10;2010;SET;NA;NA07;2;E
07/10/10;2010;OUT;NA;NA07;2;E
14/10/10;2010;OUT;NA;NA07;8;E
21/10/10;2010;OUT;NA;NA07;2;E
28/10/10;2010;OUT;NA;NA07;5;E
04/11/10;2010;NOV;NA;NA07;5;E
11/11/10;2010;NOV;NA;NA07;13;E
18/11/10;2010;NOV;NA;NA07;17;E
25/11/10;2010;NOV;NA;NA07;5;E
02/12/10;2010;DEZ;NA;NA07;5;E
09/12/10;2010;DEZ;NA;NA07;8;E
16/12/10;2010;DEZ;NA;NA07;2;E
23/12/10;2010;DEZ;NA;NA07;110;E
30/12/10;2010;DEZ;NA;NA07;2500;I
07/01/10;2010;JAN;NA;NA08;2;E
14/01/10;2010;JAN;NA;NA08;39;E
21/01/10;2010;JAN;NA;NA08;2;E
28/01/10;2010;JAN;NA;NA08;170;E
04/02/10;2010;FEV;NA;NA08;2;E
11/02/10;2010;FEV;NA;NA08;79;E
18/02/10;2010;FEV;NA;NA08;2;E
25/02/10;2010;FEV;NA;NA08;4;E
04/03/10;2010;MAR;NA;NA08;5;E
11/03/10;2010;MAR;NA;NA08;2400;E
18/03/10;2010;MAR;NA;NA08;170;E
25/03/10;2010;MAR;NA;NA08;13;E
31/03/10;2010;MAR;NA;NA08;9;E
08/04/10;2010;ABR;NA;NA08;170;E
15/04/10;2010;ABR;NA;NA08;2;E
22/04/10;2010;ABR;NA;NA08;5;E
29/04/10;2010;ABR;NA;NA08;2;E
06/05/10;2010;MAI;NA;NA08;13;E
13/05/10;2010;MAI;NA;NA08;23;E
20/05/10;2010;MAI;NA;NA08;22;E
27/05/10;2010;MAI;NA;NA08;33;E
02/06/10;2010;JUN;NA;NA08;11;E
10/06/10;2010;JUN;NA;NA08;3500;I
17/06/10;2010;JUN;NA;NA08;790;S
24/06/10;2010;JUN;NA;NA08;46;S
01/07/10;2010;JUL;NA;NA08;3500;I
08/07/10;2010;JUL;NA;NA08;4;I
15/07/10;2010;JUL;NA;NA08;70;S
22/07/10;2010;JUL;NA;NA08;5;E
29/07/10;2010;JUL;NA;NA08;27;E
05/08/10;2010;AGO;NA;NA08;2;E
12/08/10;2010;AGO;NA;NA08;21;E
19/08/10;2010;AGO;NA;NA08;2;E
26/08/10;2010;AGO;NA;NA08;110;E
02/09/10;2010;SET;NA;NA08;33;E
09/09/10;2010;SET;NA;NA08;7;E
16/09/10;2010;SET;NA;NA08;13;E
23/09/10;2010;SET;NA;NA08;13;E
30/09/10;2010;SET;NA;NA08;23;E
07/10/10;2010;OUT;NA;NA08;5;E
14/10/10;2010;OUT;NA;NA08;2;E
21/10/10;2010;OUT;NA;NA08;5;E
28/10/10;2010;OUT;NA;NA08;2;E
04/11/10;2010;NOV;NA;NA08;2;E
11/11/10;2010;NOV;NA;NA08;5;E
18/11/10;2010;NOV;NA;NA08;7;E
25/11/10;2010;NOV;NA;NA08;2;E
02/12/10;2010;DEZ;NA;NA08;2;E
09/12/10;2010;DEZ;NA;NA08;11;E
16/12/10;2010;DEZ;NA;NA08;2;E
23/12/10;2010;DEZ;NA;NA08;17;E
30/12/10;2010;DEZ;NA;NA08;2;E
07/01/10;2010;JAN;NA;NA09;13;E
14/01/10;2010;JAN;NA;NA09;350;B
21/01/10;2010;JAN;NA;NA09;920;S
28/01/10;2010;JAN;NA;NA09;130;B
04/02/10;2010;FEV;NA;NA09;170;B
11/02/10;2010;FEV;NA;NA09;17;B
18/02/10;2010;FEV;NA;NA09;5;E
25/02/10;2010;FEV;NA;NA09;14;E
04/03/10;2010;MAR;NA;NA09;2;E
11/03/10;2010;MAR;NA;NA09;920;E
18/03/10;2010;MAR;NA;NA09;2400;S
25/03/10;2010;MAR;NA;NA09;23;S
31/03/10;2010;MAR;NA;NA09;79;S
08/04/10;2010;ABR;NA;NA09;240;S
15/04/10;2010;ABR;NA;NA09;920;S
22/04/10;2010;ABR;NA;NA09;220;E
29/04/10;2010;ABR;NA;NA09;22;E
06/05/10;2010;MAI;NA;NA09;170;E
13/05/10;2010;MAI;NA;NA09;33;E
20/05/10;2010;MAI;NA;NA09;17;E
27/05/10;2010;MAI;NA;NA09;110;E
02/06/10;2010;JUN;NA;NA09;7;E
10/06/10;2010;JUN;NA;NA09;2400;E
17/06/10;2010;JUN;NA;NA09;5400;I
24/06/10;2010;JUN;NA;NA09;350;I
01/07/10;2010;JUL;NA;NA09;5400;I
08/07/10;2010;JUL;NA;NA09;110;I
15/07/10;2010;JUL;NA;NA09;3500;I
22/07/10;2010;JUL;NA;NA09;110;I
29/07/10;2010;JUL;NA;NA09;46;I
05/08/10;2010;AGO;NA;NA09;2;E
12/08/10;2010;AGO;NA;NA09;94;E
19/08/10;2010;AGO;NA;NA09;5;E
26/08/10;2010;AGO;NA;NA09;13;E
02/09/10;2010;SET;NA;NA09;8;E
09/09/10;2010;SET;NA;NA09;49;E
16/09/10;2010;SET;NA;NA09;7;E
23/09/10;2010;SET;NA;NA09;2;E
30/09/10;2010;SET;NA;NA09;8;E
07/10/10;2010;OUT;NA;NA09;2;E
14/10/10;2010;OUT;NA;NA09;2;E
21/10/10;2010;OUT;NA;NA09;540;E
28/10/10;2010;OUT;NA;NA09;2;E
04/11/10;2010;NOV;NA;NA09;2;E
11/11/10;2010;NOV;NA;NA09;2;E
18/11/10;2010;NOV;NA;NA09;10;E
25/11/10;2010;NOV;NA;NA09;5;E
02/12/10;2010;DEZ;NA;NA09;79;E
09/12/10;2010;DEZ;NA;NA09;2;E
16/12/10;2010;DEZ;NA;NA09;2;E
23/12/10;2010;DEZ;NA;NA09;13;E
30/12/10;2010;DEZ;NA;NA09;1600;E
07/01/10;2010;JAN;NA;NA10;5;E
14/01/10;2010;JAN;NA;NA10;70;E
21/01/10;2010;JAN;NA;NA10;33;E
28/01/10;2010;JAN;NA;NA10;540;E
04/02/10;2010;FEV;NA;NA10;11;E
11/02/10;2010;FEV;NA;NA10;240;E
18/02/10;2010;FEV;NA;NA10;7;E
25/02/10;2010;FEV;NA;NA10;540;S
04/03/10;2010;MAR;NA;NA10;2;E
11/03/10;2010;MAR;NA;NA10;220;E
18/03/10;2010;MAR;NA;NA10;240;E
25/03/10;2010;MAR;NA;NA10;2;E
31/03/10;2010;MAR;NA;NA10;130;E
08/04/10;2010;ABR;NA;NA10;2400;E
15/04/10;2010;ABR;NA;NA10;350;B
22/04/10;2010;ABR;NA;NA10;22;B
29/04/10;2010;ABR;NA;NA10;27;B
06/05/10;2010;MAI;NA;NA10;13;B
13/05/10;2010;MAI;NA;NA10;79;E
20/05/10;2010;MAI;NA;NA10;130;E
27/05/10;2010;MAI;NA;NA10;350;E
02/06/10;2010;JUN;NA;NA10;17;E
10/06/10;2010;JUN;NA;NA10;2400;B
17/06/10;2010;JUN;NA;NA10;9200;I
24/06/10;2010;JUN;NA;NA10;23;I
01/07/10;2010;JUL;NA;NA10;9200;I
08/07/10;2010;JUL;NA;NA10;79;I
15/07/10;2010;JUL;NA;NA10;920;I
22/07/10;2010;JUL;NA;NA10;5;S
29/07/10;2010;JUL;NA;NA10;2;S
05/08/10;2010;AGO;NA;NA10;2;E
12/08/10;2010;AGO;NA;NA10;32;E
19/08/10;2010;AGO;NA;NA10;23;E
26/08/10;2010;AGO;NA;NA10;22;E
02/09/10;2010;SET;NA;NA10;8;E
09/09/10;2010;SET;NA;NA10;33;E
16/09/10;2010;SET;NA;NA10;1600;E
23/09/10;2010;SET;NA;NA10;13;E
30/09/10;2010;SET;NA;NA10;23;E
07/10/10;2010;OUT;NA;NA10;2;E
14/10/10;2010;OUT;NA;NA10;11;E
21/10/10;2010;OUT;NA;NA10;1100;E
28/10/10;2010;OUT;NA;NA10;49;E
04/11/10;2010;NOV;NA;NA10;350;B
11/11/10;2010;NOV;NA;NA10;11;B
18/11/10;2010;NOV;NA;NA10;27;B
25/11/10;2010;NOV;NA;NA10;11;E
02/12/10;2010;DEZ;NA;NA10;17;E
09/12/10;2010;DEZ;NA;NA10;2;E
16/12/10;2010;DEZ;NA;NA10;22;E
23/12/10;2010;DEZ;NA;NA10;11;E
30/12/10;2010;DEZ;NA;NA10;2;E
07/01/10;2010;JAN;NA;NA11;17;E
14/01/10;2010;JAN;NA;NA11;40;E
21/01/10;2010;JAN;NA;NA11;21;E
28/01/10;2010;JAN;NA;NA11;27;E
04/02/10;2010;FEV;NA;NA11;23;E
11/02/10;2010;FEV;NA;NA11;79;E
18/02/10;2010;FEV;NA;NA11;240;E
25/02/10;2010;FEV;NA;NA11;2;E
04/03/10;2010;MAR;NA;NA11;4;E
11/03/10;2010;MAR;NA;NA11;1600;E
18/03/10;2010;MAR;NA;NA11;24000;I
25/03/10;2010;MAR;NA;NA11;5;I
31/03/10;2010;MAR;NA;NA11;70;I
08/04/10;2010;ABR;NA;NA11;2400;I
15/04/10;2010;ABR;NA;NA11;33;I
22/04/10;2010;ABR;NA;NA11;79;E
29/04/10;2010;ABR;NA;NA11;5;E
06/05/10;2010;MAI;NA;NA11;4;E
13/05/10;2010;MAI;NA;NA11;2;E
20/05/10;2010;MAI;NA;NA11;13;E
27/05/10;2010;MAI;NA;NA11;4;E
02/06/10;2010;JUN;NA;NA11;23;E
10/06/10;2010;JUN;NA;NA11;2400;E
17/06/10;2010;JUN;NA;NA11;16000;I
24/06/10;2010;JUN;NA;NA11;350;I
01/07/10;2010;JUL;NA;NA11;430;I
08/07/10;2010;JUL;NA;NA11;33;I
15/07/10;2010;JUL;NA;NA11;49;B
22/07/10;2010;JUL;NA;NA11;21;B
29/07/10;2010;JUL;NA;NA11;49;E
05/08/10;2010;AGO;NA;NA11;17;E
12/08/10;2010;AGO;NA;NA11;70;E
19/08/10;2010;AGO;NA;NA11;7;E
26/08/10;2010;AGO;NA;NA11;8;E
02/09/10;2010;SET;NA;NA11;11;E
09/09/10;2010;SET;NA;NA11;33;E
16/09/10;2010;SET;NA;NA11;33;E
23/09/10;2010;SET;NA;NA11;22;E
30/09/10;2010;SET;NA;NA11;5;E
07/10/10;2010;OUT;NA;NA11;8;E
14/10/10;2010;OUT;NA;NA11;8;E
21/10/10;2010;OUT;NA;NA11;79;E
28/10/10;2010;OUT;NA;NA11;8;E
04/11/10;2010;NOV;NA;NA11;17;E
11/11/10;2010;NOV;NA;NA11;5;E
18/11/10;2010;NOV;NA;NA11;2;E
25/11/10;2010;NOV;NA;NA11;5;E
02/12/10;2010;DEZ;NA;NA11;1100;E
09/12/10;2010;DEZ;NA;NA11;140;E
16/12/10;2010;DEZ;NA;NA11;2;E
23/12/10;2010;DEZ;NA;NA11;5;E
30/12/10;2010;DEZ;NA;NA11;7;E
07/01/10;2010;JAN;NA;NA12;8;E
14/01/10;2010;JAN;NA;NA12;2;E
21/01/10;2010;JAN;NA;NA12;130;E
28/01/10;2010;JAN;NA;NA12;34;E
04/02/10;2010;FEV;NA;NA12;5;E
11/02/10;2010;FEV;NA;NA12;540;E
18/02/10;2010;FEV;NA;NA12;13;E
25/02/10;2010;FEV;NA;NA12;13;E
04/03/10;2010;MAR;NA;NA12;10;E
11/03/10;2010;MAR;NA;NA12;2400;S
18/03/10;2010;MAR;NA;NA12;540;S
